报案号1,	报案号2,	关系
9061303262013000333,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303262013000333,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303262013000327,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303262013000327,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303262013000327,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303262013000318,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000677,	['同三者驾驶员姓名']
9061303262013000318,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262011001065,	"['同标的车牌号', '同标的车架号']"
9061303262013000318,	9061303202011001229,	"['同标的车牌号', '同标的车架号']"
9061303262013000318,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262010002464,	"['同标的车牌号', '同标的车架号']"
9061303262013000318,	9061303202010001778,	"['同标的车牌号', '同标的车架号']"
9061303262013000318,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303262013000318,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202013000403,	9061303202013000360,	"['同三者车牌号', '同三者车架号']"
9061303202013000403,	9061303312012000188,	"['同标的车牌号', '同标的车架号']"
9061303202013000403,	9061303312012000128,	"['同标的车牌号', '同标的车架号']"
9061303202013000403,	9061303312011000359,	"['同标的车牌号', '同标的车架号']"
9061303202013000403,	9061303312011000201,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000403,	9061303202011000970,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000403,	9061303202011000581,	"['同标的车牌号', '同标的车架号']"
9061303202013000383,	9061303202013000104,	"['同标的车牌号', '同标的车架号']"
9061303202013000383,	9061303202012000775,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000383,	9061303262012000848,	"['同标的车牌号', '同标的车架号']"
9061303202013000383,	9061303262012000630,	"['同标的车牌号', '同标的车架号']"
9061303202013000360,	9061303202013000170,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000360,	9061303202012001018,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000360,	9061303262012000533,	['同报案电话']
9061303202013000360,	9061303262010001674,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000360,	9061303262010000122,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000360,	9061003262009003901,	['同标的驾驶员驾驶证号']
9061303202013000360,	9061303262008006142,	"['同标的车牌号', '同标的车架号']"
9061303202013000344,	9061303202012000908,	['同三者车架号']
9061303202013000344,	9061303312011000117,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202011000566,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303312011000063,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202011000269,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303312011000007,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202011000023,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303312010000271,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202010001469,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303312010000159,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202010000937,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303262010000167,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303202009000447,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303262009000932,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303262008005828,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000344,	9061303262008005054,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000291,	9061303202013000276,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303312013000055,	9061303262012001263,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312013000055,	9061303202012000999,	"['同标的车牌号', '同标的车架号']"
9061303312013000055,	9061303202012000888,	"['同标的车牌号', '同标的车架号']"
9061303202013000276,	9061303202012000750,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000276,	9061303202012000516,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000270,	9061303202013000071,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000270,	9061303262012001152,	['同报案电话']
9061303202013000270,	9061303202012000874,	['同报案电话']
9061303202013000270,	9061303262012000533,	['同标的车架号']
9061303202013000270,	9061303262007001307,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000265,	9061303202013000119,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000265,	9061303202013000027,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000257,	9061303202013000194,	"['同标的车牌号', '同标的车架号']"
9061303202013000257,	9061303202013000070,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000247,	9061303202012000220,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000247,	9061303262011000919,	"['同标的车牌号', '同标的车架号']"
9061303202013000231,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262013000020,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000231,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262012000179,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000231,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061203312011000075,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061203202011000739,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262010001182,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262010000167,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303202013000231,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303312013000042,	9061303202013000119,	"['同三者车牌号', '同三者车架号']"
9061303312013000042,	9061303202012000604,	"['同三者车牌号', '同三者车架号']"
