报案号1,	报案号2,	关系
9061303262013000564,	9061303202013000047,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303202012000786,	"['同三者车牌号', '同三者车架号']"
9061303262013000564,	9061303312011000201,	['同三者驾驶员驾驶证号']
9061303262013000564,	9061303202011000970,	['同三者驾驶员驾驶证号']
9061303262013000564,	9061303312010000271,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303202010001469,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303312010000159,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303202010000937,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303262010001338,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303262010000817,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303262010000592,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303202010000238,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061003262009003901,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303262009003478,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000564,	9061303262009002781,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000751,	9061303202013000682,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000751,	9061303202011000384,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000746,	9061303202010000238,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000746,	9061303202010000133,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000744,	9061303202013000511,	"['同三者车牌号', '同三者车架号']"
9061303312013000240,	9061303202012000705,	['同标的车架号']
9061303202013000732,	9061303202013000596,	"['同标的车牌号', '同标的车架号']"
9061303202013000732,	9061303202013000457,	"['同标的车牌号', '同标的车架号']"
9061303202013000722,	9061303202013000063,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000722,	9061303202012000649,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000722,	9061303262011000489,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000722,	9061303202011000576,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061203312013000126,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000550,	9061303262012000645,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262012000635,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262008004991,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262008003676,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303202008000834,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262008002419,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262008001189,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000550,	9061303262007002223,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000545,	9061303262013000531,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000545,	9061303262013000390,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061303202013000527,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061303262013000333,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262013000318,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262013000118,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000545,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061203312011000075,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061203202011000739,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262011000965,	"['同标的车牌号', '同标的车架号']"
9061303262013000545,	9061303202011001101,	"['同标的车牌号', '同标的车架号']"
9061303262013000545,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202011000093,	"['同标的车牌号', '同标的车架号']"
9061303262013000545,	9061303262010002345,	"['同标的车牌号', '同标的车架号', '同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303202010001690,	"['同标的车牌号', '同标的车架号', '同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262010001182,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061303262010000167,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000545,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303262013000545,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202013000696,	9061303202013000556,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名']"
9061303202013000696,	9061303202013000551,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000696,	9061303202013000504,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000696,	9061303312013000042,	['同报案电话']
9061303262013000531,	9061303262013000118,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000531,	9061303202012000542,	"['同三者车牌号', '同三者车架号']"
9061303262013000531,	9061303262011000965,	"['同标的车牌号', '同标的车架号']"
9061303262013000531,	9061303202011001101,	"['同标的车牌号', '同标的车架号']"
9061303262013000531,	9061303202011000093,	"['同标的车牌号', '同标的车架号']"
9061303262013000531,	9061303262010002345,	"['同标的车牌号', '同标的车架号']"
9061303262013000531,	9061303202010001690,	"['同标的车牌号', '同标的车架号']"
9061303202013000682,	9061303202011000384,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000675,	9061303202013000658,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000663,	9061303312013000187,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名']"
9061303202013000663,	9061303202013000597,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000663,	9061303202013000550,	"['同标的车牌号', '同标的车架号']"
9061303202013000663,	9061303202013000493,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000663,	9061303262013000333,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000663,	9061303262013000327,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000663,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303202013000663,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303202013000663,	9061303262012000856,	"['同三者车牌号', '同三者车架号']"
9061303202013000663,	9061303202012000612,	"['同三者车牌号', '同三者车架号']"
9061303202013000663,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303202013000658,	9061303262013000355,	"['同三者车牌号', '同三者车架号']"
9061303202013000658,	9061303312012000128,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000649,	9061303202013000597,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000649,	9061303202013000532,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000649,	9061303202013000325,	"['同标的车牌号', '同标的车架号']"
9061303202013000649,	9061003262009003901,	['同标的驾驶员姓名']
9061303312013000187,	9061303202013000571,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312013000187,	9061303262012000856,	"['同三者车牌号', '同三者车架号']"
9061303312013000187,	9061303202012000612,	"['同三者车牌号', '同三者车架号']"
9061303262013000493,	9061303262013000020,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303262012000900,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303262012000751,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303202012000516,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303262012000205,	"['同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303262011000579,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303262010002345,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000493,	9061303202010001690,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000601,	9061303202013000360,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000601,	9061303202013000170,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000601,	9061303202012001018,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000601,	9061303262012000533,	['同报案电话']
9061303202013000601,	9061303262010001674,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000601,	9061303262010000122,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000601,	9061003262009003901,	['同标的驾驶员驾驶证号']
9061303202013000601,	9061303262008006142,	"['同标的车牌号', '同标的车架号']"
9061303202013000597,	9061303202013000596,	['同三者车架号']
9061303202013000597,	9061203312013000126,	['同三者车架号']
9061303202013000597,	9061303202013000550,	"['同标的车牌号', '同标的车架号']"
9061303202013000597,	9061303202013000493,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000597,	9061303262013000333,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000597,	9061303262013000327,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000597,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303202013000597,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303202013000597,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303202013000596,	9061203312013000126,	"['同三者车牌号', '同三者车架号']"
9061303202013000596,	9061303202013000457,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000467,	9061303202013000278,	"['同三者车牌号', '同三者车架号']"
9061303262013000467,	9061303202012000750,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000467,	9061303262010000223,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000467,	9061303262010000081,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000467,	9061303262008006608,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000467,	9061303202008002198,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000592,	9061303202013000291,	"['同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000564,	9061303312013000120,	"['同标的车牌号', '同标的车架号']"
9061303202013000564,	9061303312013000055,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000564,	9061303262012001263,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000564,	9061303202012000999,	"['同标的车牌号', '同标的车架号']"
9061303202013000564,	9061303202012000967,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000564,	9061303202012000888,	"['同标的车牌号', '同标的车架号']"
9061303202013000564,	9061303262012000848,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000564,	9061303262008005054,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000551,	9061303202013000504,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000551,	9061303312013000042,	['同报案电话']
9061303202013000550,	9061303202013000493,	"['同标的车牌号', '同标的车架号']"
9061303202013000550,	9061303262013000333,	"['同标的车牌号', '同标的车架号']"
9061303202013000550,	9061303262013000327,	"['同标的车牌号', '同标的车架号']"
9061303202013000550,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303202013000550,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303202013000550,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303202013000532,	9061303202013000514,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名']"
9061303202013000532,	9061303202013000325,	"['同标的车牌号', '同标的车架号']"
9061303202013000532,	9061303262012001028,	"['同三者车牌号', '同三者车架号']"
9061303202013000532,	9061303202011000093,	"['同三者车牌号', '同三者车架号']"
9061303202013000532,	9061003262009003901,	['同标的驾驶员姓名']
9061303262013000390,	9061303202013000527,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号', '同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000390,	9061303262013000333,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262013000318,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061203312011000075,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000390,	9061203202011000739,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000390,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262010001182,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000390,	9061303262010000167,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000390,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303262013000390,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262013000333,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262013000318,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000154,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202012000105,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202011001697,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061203312011000075,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000527,	9061203202011000739,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000527,	9061303202011001128,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262011000781,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262011000707,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262011000458,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202011000217,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262010002345,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303202010001690,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262010001182,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000527,	9061303262010000167,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000527,	9061303262009003860,	"['同三者车牌号', '同三者车架号']"
9061303202013000527,	9061303262009003514,	"['同三者车牌号', '同三者车架号']"
9061303202013000514,	9061303262012001028,	"['同三者车牌号', '同三者车架号']"
9061303202013000514,	9061303202012000705,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303312012000183,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303202012000652,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303312012000086,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303202012000282,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303312012000040,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303202012000115,	"['同报案电话', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303262011000919,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000514,	9061303202011000093,	"['同三者车牌号', '同三者车架号']"
9061303202013000514,	9061303262008006142,	['同报案电话']
9061303202013000504,	9061303202013000479,	"['同三者车牌号', '同三者车架号']"
9061303202013000504,	9061303312013000042,	['同报案电话']
9061303202013000504,	9061303202012000677,	"['同三者车牌号', '同三者车架号']"
9061303202013000504,	9061303262012000894,	"['同三者车牌号', '同三者车架号']"
9061303202013000504,	9061303312012000180,	"['同三者车牌号', '同三者车架号']"
9061303262013000372,	9061303202013000257,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000372,	9061303202013000194,	"['同标的车牌号', '同标的车架号']"
9061303262013000372,	9061303202013000070,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000493,	9061303262013000333,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000493,	9061303262013000327,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000493,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303202013000493,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303202013000493,	9061303202012000520,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000493,	9061303312011000359,	"['同三者车牌号', '同三者车架号']"
9061303202013000493,	9061303262010000767,	"['同三者车牌号', '同三者车架号']"
9061303202013000493,	9061303202009001453,	"['同标的车牌号', '同标的车架号']"
9061303202013000492,	9061303202013000071,	"['同三者车牌号', '同三者车架号']"
9061303202013000492,	9061303202013000047,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303202012000786,	"['同三者车牌号', '同三者车架号']"
9061303202013000492,	9061303312011000201,	['同三者驾驶员驾驶证号']
9061303202013000492,	9061303202011000970,	['同三者驾驶员驾驶证号']
9061303202013000492,	9061303312010000271,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303202010001469,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303312010000159,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303202010000937,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303262010001338,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303262010000817,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303262010000592,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303202010000238,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061003262009003901,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303262009003478,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000492,	9061303262009002781,	"['同三者车牌号', '同三者车架号', '同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303202013000479,	9061303202012000716,	"['同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000479,	9061303202012000677,	"['同三者车牌号', '同三者车架号']"
9061303202013000479,	9061303262012000894,	"['同三者车牌号', '同三者车架号']"
9061303202013000479,	9061303312012000180,	"['同三者车牌号', '同三者车架号']"
9061303312013000120,	9061303312013000055,	"['同标的车牌号', '同标的车架号']"
9061303312013000120,	9061303202012000999,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303312013000120,	9061303202012000888,	"['同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303202013000457,	9061303202013000344,	['同三者车牌号']
9061303312013000111,	9061303202013000168,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202013000027,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202012000851,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202012000573,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202012000014,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303312011000201,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202011000970,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303312011000112,	"['同标的车牌号', '同标的车架号']"
9061303312013000111,	9061303202011000497,	"['同标的车牌号', '同标的车架号']"
9061303262013000333,	9061303262013000327,	"['同报案电话', '同标的车牌号', '同标的车架号', '同标的驾驶员姓名', '同标的驾驶员驾驶证号']"
9061303262013000333,	9061303262013000318,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202013000231,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202013000112,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202013000070,	"['同三者驾驶员姓名', '同三者驾驶员驾驶证号']"
9061303262013000333,	9061303262012001263,	"['同标的车牌号', '同标的车架号']"
9061303262013000333,	9061303202012000967,	"['同标的车牌号', '同标的车架号']"
9061303262013000333,	9061303202012000932,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262012001186,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202012000716,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202012000665,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303312012000159,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262012000630,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303202012000335,	"['同三者车牌号', '同三者车架号']"
9061303262013000333,	9061303262012000219,	"['同三者车牌号', '同三者车架号']"
